text,label,categories
El man levantó la mano con la intención de golpear a un estudiante porque el teléfono le sonó durante la lectura. Unos compañeros se metieron para que no pasara a mayores.,ALTO,INTEGRACIÓN INTERPERSONAL
Durante la revisión del examen me tocó el hombro y me susurró cosas completamente fuera de lugar. Fue asqueroso y ya fui a la decanatura a poner la queja.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"l hp profe manda msjs d ws en la madrugada invitando a chupar a las sardinas d 1er semestre. es un depredador total, las autoridades dben sacarlo.",ALTO,INTEGRACIÓN INTERPERSONAL
Hizo comentarios explícitos sobre la ropa de una compañera frente a todo el auditorio. Sentimos mucho asco y miedo de denunciarlo por represalias.,ALTO,INTEGRACIÓN INTERPERSONAL
Exige que las estudiantes vayan con falda o vestidos a sus exposiciones si quieren tener la nota completa. Es el nivel de acoso más repugnante que he visto.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
nos tiro en la 1ra clase q si le comprabams el libro a el en efctivo sin recibo ns garantizaba pasar la metria con 5. viejo corrupto.,ALTO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
Me cobró dinero por fuera del sistema de la universidad para dejarme presentar el examen supletorio. Tengo las capturas de las transferencias guardadas.,ALTO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
Acepta regalos costosos y botellas de licor de ciertos alumnos a cambio de subir la nota final al divisit. Es un corrupto descarado.,ALTO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
se emputo burda xq nadie supo rponder y pateo el pupitre de un pana y hasta lo amenazo cn darle n la geta a la salida del aeropuerto.,ALTO,INTEGRACIÓN INTERPERSONAL
"Tuvo un altercado físico con un alumno en el pasillo por una discusión política. Los guardias de seguridad tuvieron que separarlos, es un tipo violento.",ALTO,INTEGRACIÓN INTERPERSONAL
Lanzó un marcador con muchísima fuerza hacia un estudiante que estaba hablando y le pegó en la cara. Es un peligro público tener a alguien así.,ALTO,INTEGRACIÓN INTERPERSONAL
la loka de la profe ns echo candado x dntro en el salon dciendo q nadie salia hsta q uno confesara kien c copio. pura privacion d la libertad mano.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Se la pasó todo el semestre haciendo chistes racistas horribles sobre los estudiantes becados. Es inaceptable que la universidad permita esta discriminación.,ALTO,INTEGRACIÓN INTERPERSONAL
"Me dijo en frente de todos que por mi nacionalidad seguramente iba a terminar de delincuente y no de ingeniero. Pésimo ser humano, lo voy a denunciar por xenofobia.",ALTO,INTEGRACIÓN INTERPERSONAL
"trata re despectivo a los lgtbi en el salon, tira insultos tapados d bromita pa pordebajearlos. dberian es kitarle la hp licencia d profe a ese cuxo.",ALTO,INTEGRACIÓN INTERPERSONAL
"Es un borracho, en las clases del viernes por la noche siempre llega con un olor fuerte a licor y arrastrando las palabras. Es una falta de respeto.",ALTO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
Estaba tan ebrio durante la presentación de nuestros proyectos finales que se quedó dormido en su silla babeando. No sé cómo no lo han despedido.,ALTO,DESEMPEÑO DOCENTE
lo pillams metiendo perico alli n l aeropuerto ants d entrar al lab. dsps d esa joda andaba super erratico y agresivo cn to2.,ALTO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
Amenazó con arruinar mi carrera y asegurarse de que nunca me gradúe de la facultad solo porque lo reporté por llegar tarde. Actúa como un mafioso.,ALTO,INTEGRACIÓN INTERPERSONAL
Me dijo que si le pasaba 50mil pesos por Nequi me ponía el 5.0 en el corte final sin presentar nada. Un completo corrupto.,ALTO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
el viejo asqueroso m cito n un berraco hotel isq pa revisar m tesis a solas xq ahi 'no habia ruido'. asco de viejo verde.,ALTO,INTEGRACIÓN INTERPERSONAL
"Se la pasa diciéndoles a las estudiantes que si no salen con él, les hace la vida cuadritos en la carrera. Es un depravado.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Me escribió por WhatsApp diciendo que si le mandaba fotos en ropa interior me eximía de los laboratorios.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"el cuxo s tremndo xenofobo, tiro n clase q nosotros los vzlanos veniamos a robarle l trabajo a los de aka. discriminador d mierda.",ALTO,INTEGRACIÓN INTERPERSONAL
Me manoseó el brazo y me dijo que yo tenía una piel muy suave para ser una ingeniera. Qué asco.,ALTO,INTEGRACIÓN INTERPERSONAL
Nos pidió una 'colaboración' en efectivo para el mantenimiento del salón o si no nos bajaba la nota a todos en el divisit.,ALTO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"me amenazo q si le dcia a dcanatura x acoso el tnia contactos re pesados q m podian hcr daño, el puto toche es un mafioso criminal.",ALTO,INTEGRACIÓN INTERPERSONAL
Se me acercó por detrás en el pasillo y me susurró al oído que hoy olía muy rico. Es un viejo verde que no sabe respetar.,ALTO,INTEGRACIÓN INTERPERSONAL
El man vende los parciales de la facultad a 20 lucas cada uno. Tiene una mafia montada en el edificio con los exámenes.,ALTO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
me tiro la d q si d vdd keria coronar la materia tocaba q yo me portara 'cariñosita' cn el y m dejara bsar n la ofi. depravado hp.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Hizo un comentario asqueroso sobre mi cuerpo delante de todo el salón y se empezó a reír solo. Es un misógino.,ALTO,INTEGRACIÓN INTERPERSONAL
"Me manda mensajes por Telegram que se borran solos, invitándome a su apartamento los fines de semana. Sabe muy bien lo que hace.",ALTO,INTEGRACIÓN INTERPERSONAL
mk l profe c me robo mi proyecto d tesis dl semestre y ahorta lo anda vndiend como si fuera autoria d el. rata corrupta.,ALTO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
Me insinuó que a él le gustaban las niñas de mi edad porque éramos más fáciles de convencer y de manipular.,ALTO,INTEGRACIÓN INTERPERSONAL
Me agarró la mano y me la apretó fuerte cuando le dije que no quería salir a tomar nada con él. Sentí mucho miedo.,ALTO,INTEGRACIÓN INTERPERSONAL
solto en pura clase q todos los bcados eramos uns mantenidos d mierda y q no dberiamos tar gastando cupo en la u. clasista d lo pio.,ALTO,INTEGRACIÓN INTERPERSONAL
Se la pasa buscándome en el abanico para sentarse conmigo a hacerme preguntas íntimas de mi vida sexual. Es asfixiante.,ALTO,INTEGRACIÓN INTERPERSONAL
Me amenazó con que si perdía su materia me iba a perseguir en todas las demás clases para que me echaran de la universidad.,ALTO,INTEGRACIÓN INTERPERSONAL
"me staba pidiendo la hp ubicacion n tiempo real x ws q dizque pa un trabajo d cmp. q acosador mas hp, es un pligro st man.",ALTO,INTEGRACIÓN INTERPERSONAL
Hizo un chiste sobre violaciones en plena clase de ética. Es un psicópata que no debería tener contacto con alumnos.,ALTO,INTEGRACIÓN INTERPERSONAL
El man me dijo que si le hacía el mercado del mes en su casa me ponía el 5.0 en la nota final. Es un explotador y un corrupto.,ALTO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"Es muy incómodo pasar al tablero en los gallineros, el profesor se me queda mirando fijamente las piernas cada vez que uso falda y se muerde los labios. Qué porquería de persona.",ALTO,INTEGRACIÓN INTERPERSONAL
"Fui a reclamarle una nota al final de la clase y me dijo que una niña tan bonita como yo no necesitaba estudiar en la UFPS, que él me podía mantener. Es un viejo morboso.",ALTO,INTEGRACIÓN INTERPERSONAL
mk nos obligo a comprarle una hp rifa d 100 lks pa no dejarnos el previo en 0 en el divisit. severo extorsionista el toche ese.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"El profesor me insinuó que si me quedaba a solas con él en el laboratorio después de las 6 de la tarde, me iba a ir muy bien en la materia. Tuve que salir corriendo de ahí.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Se puso a decir en plena clase que los gays eran una abominación y que no merecían tener el título de ingenieros. Qué nivel de homofobia tan asqueroso.,ALTO,INTEGRACIÓN INTERPERSONAL
el tipo m persiguio hsta la salida d la u insistiendo q lo dajara acompañarme a la csa en su berraco carro. me dio burda d miedo mano.,ALTO,INTEGRACIÓN INTERPERSONAL
"Me pidió el favor de que le falsificara unas firmas en los documentos del departamento, y me amenazó con que si no lo hacía, me reportaba por copia en el parcial. Es un delincuente.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"Se nota que el profe odia a los que somos de Venezuela, nos trata en clase como si fuéramos brutos y nos raspa en el divisit por pura rosca y xenofobia.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
marico me djo d frnte q si no le daba un beso n la mejilla no m dja entrar a los gallineros a pntar el berraco final. viejo abusador d mierda.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
El profesor mandó un video porno por equivocación al grupo de la uvirtual y luego nos amenazó con hacernos perder el semestre para que no dijéramos nada en la decanatura.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Siempre busca excusas para tocarme la cintura o el hombro cuando paso por el lado de su escritorio a entregar los trabajos. Es demasiado atrevido.,ALTO,INTEGRACIÓN INTERPERSONAL
m insinuo q el podia ser mi patrocinador y pagarme to2 si yo me portaba bien cn el en privado. viejo mañoso asqueroso.,ALTO,INTEGRACIÓN INTERPERSONAL
Nos cobró 50 mil pesos por cabeza en efectivo para darnos las preguntas del examen final de redes. Es corrupción pura en la universidad.,ALTO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
Me dijo que mi perfume le daba ideas sucias en clase y se me quedó viendo de forma pervertida mientras yo anotaba en el cuaderno.,ALTO,INTEGRACIÓN INTERPERSONAL
"l man es un berraco violento, le pgo un puñetazo a la mesa dl salon y nos grito q nos iba a matar si seguiamos ablando. q lkura.",ALTO,INTEGRACIÓN INTERPERSONAL
Me escribió por mensaje directo a mi cuenta privada diciendo que me había visto entrenando en el gimnasio y que tenía un cuerpo muy lindo. Me asusta que me esté vigilando.,ALTO,INTEGRACIÓN INTERPERSONAL
Se robó la idea de mi aplicación y la registró a nombre de su empresa personal sin darme créditos. Es un fraude total y un ladrón.,ALTO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
"m tiro la d q si yo era 'especial' cn el en la ofi, el me podia borrar to2 las fallas dl sistema d una. viejo verde corrupto.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Dijo abiertamente en clase que las mujeres no servíamos para la programación y que solo veníamos a la universidad a calentar el puesto y buscar marido. Es un misógino.,ALTO,INTEGRACIÓN INTERPERSONAL
"Me pidió que nos viéramos en un bar de noche para discutir los reclamos de mi nota del segundo corte. Obviamente no fui, qué peligro.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
c la pasa dandole me gusta a fotos mias d hace 3 años en el insta a las 2 d la madrugada. alto acosador q da asco.,ALTO,INTEGRACIÓN INTERPERSONAL
"Me dijo que si no le hacía gratis el trabajo de su maestría, me iba a rajar en la sustentación del proyecto final de grado.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Hizo un comentario racista muy fuerte contra un compañero diciendo que por su color de piel nunca iba a llegar a ser un buen profesional.,ALTO,INTEGRACIÓN INTERPERSONAL
el toche profe intento manosearme n la salida d campo q hicimos mientras to2 los panas taban distraidos. es un criminal en potencia.,ALTO,INTEGRACIÓN INTERPERSONAL
"Es un abusador, nos dijo que para pasar la materia obligatoriamente teníamos que ir a trabajarle gratis en su finca todo el fin de semana.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Me insinuó que él tenía mucho poder en la facultad y que podía hacerme expulsar fácilmente si yo no le hacía caso a sus propuestas.,ALTO,INTEGRACIÓN INTERPERSONAL
mk m manda fotos d el empeloto frente al espejo x whatsapp en las noches. es un acosador d lo peorsito q hay en la u.,ALTO,INTEGRACIÓN INTERPERSONAL
Me ofreció whisky en su oficina y cerró la puerta con llave diciendo que ahí nadie nos iba a molestar. Entré en pánico y me salí empujando.,ALTO,INTEGRACIÓN INTERPERSONAL
Me dijo que mis buenas notas me venían del físico y no del cerebro. Es un misógino asqueroso que no soporta ver a una mujer inteligente.,ALTO,INTEGRACIÓN INTERPERSONAL
"el tipo es un vil estafador, recogio plata en efectivo pa un viaje academico q nunca se hizo y c gasto esa monda en una rumba d el.",ALTO,INTEGRACIÓN INTERPERSONAL
"Me amenazó con que si le contaba a la decanatura o a mis papás lo que pasó en su oficina, me iba a ir muy mal en la vida y en mi carrera.",ALTO,INTEGRACIÓN INTERPERSONAL
"Me insinuó que si yo quería asegurar el 5 en la materia, tenía que estar dispuesta a hacer ciertos sacrificios por él en privado.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
c la psa tirando ojo x dbajo d la falda d las peladas cuando a una le toca pasar a los tableros n los gallineros. q viejo tan verde.,ALTO,INTEGRACIÓN INTERPERSONAL
Me mandó una nota de voz borracho a las 3 de la mañana diciéndome que me extrañaba y que me quería ver a solas en su casa.,ALTO,INTEGRACIÓN INTERPERSONAL
"Nos obligó a comprarle su libro original en efectivo, amenazando con que si llevábamos fotocopias nos bajaba dos unidades en el divisit. Pura extorsión.",ALTO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
me djo q yo era una pelada muy 'provocativa' y q x mi culpa mis compañeros no c podian concentrar en la hp clase. descarado.,ALTO,INTEGRACIÓN INTERPERSONAL
Se ofrece constantemente a darme asesorías privadas en su apartamento porque dice que en las salas de la universidad hay muchos chismosos.,ALTO,INTEGRACIÓN INTERPERSONAL
"Me tocó la pierna debajo del escritorio durante toda la revisión de mi examen final, haciéndose el loco como si estuviera leyendo.",ALTO,INTEGRACIÓN INTERPERSONAL
djo n los gallineros q ls estudiantes q somos de venezuela somos una berraca plaga q le daña el nivel y el promedio a la ufps.,ALTO,INTEGRACIÓN INTERPERSONAL
Me insinuó que podíamos ser amigos con derechos a escondidas y que así mi promedio en el sistema subiría por las nubes sin estudiar.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"El profesor es muy agresivo, nos tiró los borradores a la cabeza con rabia solo porque nadie del salón supo responder a su pregunta.",ALTO,INTEGRACIÓN INTERPERSONAL
mk m pidio q le mandara un berraco video bailando n mi cuarto q dizque pa ver m 'coordinacion' y ponerme la nota d la materia. acosador hp.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Se robó los fondos que nos asignaron para el semillero de investigación y ahora nos dice con descaro que la universidad no desembolsó nada.,ALTO,INTEGRACIÓN INTERPERSONAL
"Me dijo de frente que si me dejaba besar ahí mismo, me pasaba la materia con 5.0 y me eximía de hacer el examen final.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
hace puros chistes homofobicos a kda rato y trata a los pelaos d la comunidad como si fueran basura delante d todo el salon.,ALTO,INTEGRACIÓN INTERPERSONAL
Me escribió un viernes por la noche al correo institucional preguntándome si estaba sola y si tenía planes para salir.,ALTO,INTEGRACIÓN INTERPERSONAL
Me insinuó que él podía mover sus contactos para ayudarme a conseguir la beca de la universidad si yo salía con él a comer un fin de semana.,ALTO,INTEGRACIÓN INTERPERSONAL
l cuxo me ofrecio pasarme ls rptas dl previo a cambio d q yo le 'colaborara' cn favores en su ofi. asco.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"Me amenazó con que si no votaba por el candidato que él apoyaba para el consejo estudiantil, se iba a encargar de rajarme en su clase.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Me escaneó de arriba a abajo y me dijo que con ese cuerpo yo no debería estar perdiendo el tiempo estudiando ingeniería. Qué asco de señor.,ALTO,INTEGRACIÓN INTERPERSONAL
ns cobra berracas multas en efectivo si se nos suena l cel n clase y l rata ese c keda cn toda esa plata en el bolsillo.,ALTO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
Me insinuó que las niñas que son obedientes y cariñosas con él a puerta cerrada siempre tienen las mejores notas garantizadas en la carrera.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Se queda detallándome el escote de forma súper abusiva cada vez que me acerco a su escritorio a hacerle una pregunta de la clase.,ALTO,INTEGRACIÓN INTERPERSONAL
m mando soli n facebook y npezo a comentarme tdas las fotos n vestido d baño con puras mrkdas morbosas. me toco blokearlo d una.,ALTO,INTEGRACIÓN INTERPERSONAL
"Me dijo textualmente que si le hacía un favor sexual esa misma tarde, me borraba el 0.0 que saqué en el parcial. Es un maldito delincuente.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"Odia a los becados, nos humilla siempre delante de todo el salón diciendo que somos unos mantenidos y una carga para el presupuesto de la universidad.",ALTO,INTEGRACIÓN INTERPERSONAL
m pidio la direccion d m ksa x ws diciendo q m iba a mandar un regalito sorpresa x m cumple. alto acosador q miedito q sepa dnd vivo.,ALTO,INTEGRACIÓN INTERPERSONAL
"Me amenazó con que si yo llegaba a decir algo en la dirección sobre el chanchullo que tiene vendiendo las notas, me mandaba a golpear con unos tipos.",ALTO,INTEGRACIÓN INTERPERSONAL
Se ríe de forma súper morbosa cuando me equivoco exponiendo y me dice que me veo muy sexy cuando me pongo roja de los nervios.,ALTO,INTEGRACIÓN INTERPERSONAL
el man m insinui q kmo el tnia tanta berraca influencia n cucuta m podia cerrar las puertas n kualquier empresa si yo no le hacia cso.,ALTO,INTEGRACIÓN INTERPERSONAL
Me escribió por el chat privado de Teams a las 4 de la madrugada diciéndome que había soñado conmigo y con las cosas ricas que podíamos hacer.,ALTO,INTEGRACIÓN INTERPERSONAL
"El tipo es un racista horrible, paró la clase para decirle a un compañero que su pelo era una porquería y que se veía como un ñero de la calle.",ALTO,INTEGRACIÓN INTERPERSONAL
mk m ofrecio entregarme td el previo resuelto n la uvirtual si yo aceptaba irme d finde cn el a la finca q tiene. ascooooo.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"Se la pasa paseándose por la mona diciéndoles a las estudiantes que si andan solteras o terminaron con el novio, él está cien por ciento disponible para consolarlas.",ALTO,INTEGRACIÓN INTERPERSONAL
Me acarició la mejilla sin mi permiso y me susurró que yo era la alumna más hermosa que había tenido en todos sus años de profesor.,ALTO,INTEGRACIÓN INTERPERSONAL
M amenazo d frnte cn dejarme l semestre n 0 si yo no le armaba y diseñaba gratis la berraca pagina web pa su negocio d afueras.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Me insinuó que podíamos ir a negociar los puntos que me faltaban con un trago en un bar bien oscuro donde nadie de la universidad nos viera.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Se me queda mirando fijamente las pompis de forma descarada cada vez que me doy la vuelta para irme a sentar. Es un viejo cerdo sin ética.,ALTO,INTEGRACIÓN INTERPERSONAL
m tiro un mensaje x el cel diciendo q q lendo me kdaban esos leggins apretados q lleve oy. acosador d mierda kien l pide su opinion.,ALTO,INTEGRACIÓN INTERPERSONAL
"Nos amenazó diciendo que si no le hacíamos una vaca para darle un regalo costoso el Día del Maestro, nos iba a clavar un quiz sorpresa a todos.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Me insinuó con tono amenazante que él sabía exactamente en qué barrio vivía yo y que tuviera mucho cuidadito con lo que andaba hablando de sus clases.,ALTO,INTEGRACIÓN INTERPERSONAL
m toco l berraco pelo asqueroso y m susurro n la oreja q yo olia purito a flores miemtras yo taba agachada echando cabeza al previo.,ALTO,INTEGRACIÓN INTERPERSONAL
Dijo en frente de todos que los venezolanos no teníamos cerebro para entender la tecnología y que mejor nos devolviéramos a nuestro país a pasar hambre.,ALTO,INTEGRACIÓN INTERPERSONAL
Me pidió por correo que le mandara fotos de mis pies descalzos dizque porque las necesitaba para un 'estudio ergonómico'. Qué enfermo mental.,ALTO,INTEGRACIÓN INTERPERSONAL
el cucho hp m amenazo bn feo cn hacerm perder el berraco semestre completico si io no aceptaba ir a una discoteca a bailar cn el l viernes.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"Se ofrece a llevarme a la casa todos los días a la salida, y apenas me subo al carro empieza a hacerme propuestas asquerosas y morbosas.",ALTO,INTEGRACIÓN INTERPERSONAL
Me dijo mirándome maliciosamente que las estudiantes que eran 'atentas' con él nunca tenían que andar sufriendo ni preocupándose por los parciales.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
mk m mando literal un video porno al ws y cuando l reaccione asustada m respondio q nomas era pa q yo 'aprendiera un par d cositas'. depravado.,ALTO,INTEGRACIÓN INTERPERSONAL
Se la pasa buscándome el lado y haciéndose el estrecho para rozarme el cuerpo con el suyo cada vez que nos cruzamos por los pasillos de los gallineros.,ALTO,INTEGRACIÓN INTERPERSONAL
"Me dijo súper cerca de la cara que si de verdad quería asegurar una buena nota en su laboratorio, iba a tener que sentarme un rato en sus piernas.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"l viejo es un corrupto hp, lo piyamus cobrandole d a 50 lucas a los panas pa djarles pasar los supletorios n el sistema sin q hcieran nda.",ALTO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
Me insinuó que yo era su musa de inspiración y que quería que nos viéramos en un motel para hacerme una sesión de fotos artística totalmente sin ropa.,ALTO,INTEGRACIÓN INTERPERSONAL
Me amenazó con golpearme ahí mismo porque le dije que su forma de calificar los trabajos era injusta. Es un agresivo que no tolera reclamos.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
m ezkribio al berraco correo insti diciendo q m boka lo volvia lko y q tnia puras gnas de bsarm a la fuerza. alto asco m da pisar su clase.,ALTO,INTEGRACIÓN INTERPERSONAL
Dijo abiertamente en la clase que los estudiantes venezolanos solo le quitábamos los cupos a los colombianos que sí lo merecían y que eso estaba muy mal.,ALTO,INTEGRACIÓN INTERPERSONAL
"Me pidió que le hiciera toda la declaración de renta de su empresa gratis, o si no me iba a rajar de frente en la nota de la materia final.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
c keda clavandom los ojos d forma re intimidant durnt to l berraco parcial hsta q m panikeo to y se m olvida l tema. viejo psycho.,ALTO,INTEGRACIÓN INTERPERSONAL
"Me insinuó que si yo era una pelada 'buena gente' con él a escondidas, él podía meterme la mano para ayudarme a subir el promedio y aprobar la tesis.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"el man es un puto delincuente total, literal se la pasa vendiendo vainas raras ahi encerrado n los baños d la facultad. re turbio ese profe.",ALTO,INTEGRACIÓN INTERPERSONAL
"q rabia mk, el toche ese me amenazo q si lo reportaba a decanatura x su falta d etica se iba a encargar d q me echaran de la u d una patada.",ALTO,INTEGRACIÓN INTERPERSONAL
El profe me salió con el cuento de que podíamos tener una relación amorosa en secreto y que a cambio él me ayudaba a graduarme con honores. Qué asco que se aprovechen así.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"marico q puto miedo, se puso a escribirme x ws un sabado a las 3 am q si keria q el fuera pa m ksa a esa hr. blokeado d una viejo enfermo d mierda.",ALTO,INTEGRACIÓN INTERPERSONAL
"severo discriminador l toche este, n plena clase grito q los pelaos cn tatuajes eramos puritos delincuentes y drogadictos q daban asco. no deberia enseñar.",ALTO,INTEGRACIÓN INTERPERSONAL
"¿Pueden creer que este explotador me pidió que le lavara el carro en el parqueadero todos los viernes pa ponerme el 5 en la materia? Yo vine a estudiar, no a ser su lavaperros.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"Me insinuó que él sabía perfectamente quiénes eran mis papás y dónde trabajaban, y que tuviera mucho cuidado con lo que yo andaba denunciando.",ALTO,INTEGRACIÓN INTERPERSONAL
"m taba echando codigo y el viejo asqueroso c m aserco dmadiado x detrs y m respiro n l puto cuello, senti q se m helaba la sangre del susto.",ALTO,INTEGRACIÓN INTERPERSONAL
Me mandó un mensaje por el celular diciendo que me veía divina con el escote que llevé hoy a la universidad. Es un viejo baboso que no respeta.,ALTO,INTEGRACIÓN INTERPERSONAL
ns metio un grito amenazandonos cn kemarnos vivos a to2 si alguien c volvia a qjar en direccion d la berraca forma d mierda q tiene pa dar klase.,ALTO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
"La profesora me insinuó que si me portaba como un 'niño bueno' a solas con ella, me eximía automáticamente de entregar todas las tareas del corte.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"Me tocó el hombro, me lo apretó con mucha fuerza y me dijo cerquita a la cara que mientras yo estuviera en su clase, era de su propiedad.",ALTO,INTEGRACIÓN INTERPERSONAL
m ezkribio x l insta privado pa preguntarme descaradament si no keria q nos fueramos d viaje a la costa solos ls dos un finde. viejo acosador hp.,ALTO,INTEGRACIÓN INTERPERSONAL
Dijo que los de Táchira éramos todos unos contrabandistas y que por eso no merecíamos pasar.,ALTO,INTEGRACIÓN INTERPERSONAL
Me insinuó que si quería pasar el berraco semestre tenía que acostarme con él. Un violador.,ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"Rand era un buen tipo, de verdad... lo era. Pero sentía que tenía un alter ego cuando se iba a casa a calificar. Sus expectativas y la forma en que desmenuzaba los ensayos de sus estudiantes simplemente no eran justas. De nuevo, ¡gran tipo pero eviten esta clase con él!",MEDIO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"Es brillante en su campo, pero espera que sus estudiantes rindan a niveles altos, con expectativas poco realistas. Solo por un milagro obtuve una A, y eso fue después de una gran curva. Sin embargo, se preocupa por sus estudiantes, ya que da mucho tiempo en clase para trabajar mientras él va dando consejos y respondiendo preguntas.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Tiene una especialidad en filosofía, por eso todos los ensayos que tienes que escribir se basan en la filosofía. Mientras tu ensayo esté de acuerdo con lo que él piensa, obtendrás una buena nota. De lo contrario, la clase es aburrida y habla durante una hora sobre tonterías, pero es obligatorio asistir, de lo contrario tu nota bajará.",MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Pensé que su clase era extremadamente difícil pero, a pesar de todo, me convertí en un escritor seguro. La gente aquí dice que 'solo puedes sacar una C en un ensayo'; FALSO. Yo obtuve una A y una B. Solo tienes que estar comprometido. Si quieres una A fácil, busca a otro profesor. Si quieres aprender, ve con Rand. Él hizo que Inglés 110 valiera algo.",BAJO,DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
"Recientemente terminé Comp 110 con Rand y fue la clase más difícil de mi primer semestre. Se la toma demasiado en serio para ser una clase de nivel 100. El 80% de la clase son ensayos, así que pensarías que controlas la nota que sacas, ¿verdad? Mal. Él destrozará tu ensayo y te dará una mala nota a pesar de tus esfuerzos. Me esforcé mucho para sacar una C.",MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
